?postURL;?datePost;?threadURL;?threadTitle;?parentThread;?contentPost;?creatorPost;?sexe;?age;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/aide-91-sujet_163963_1.htm#post_0>;"""2015-04-18""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/aide-91-sujet_163963_1.htm>;aide ivg 91;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/amie-quitte-ivg-sujet_159915_1.htm#post_0>;"""2011-03-16""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/amie-quitte-ivg-sujet_159915_1.htm>;Mon amie me quitte après une IVG;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/desire-decision-violent-sujet_161788_1.htm#post_0>;"""2012-07-15""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/desire-decision-violent-sujet_161788_1.htm>;enfant désiré mais décision d'ivg car père violent;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/etranger-temoignages-post-sujet_163302_1.htm#post_0>;"""2014-03-17""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/etranger-temoignages-post-sujet_163302_1.htm>;IVG à l'étranger, témoignages post IVG;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/ivg-besoin-parler-sujet_164126_1.htm#post_0>;"""2015-08-12""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/ivg-besoin-parler-sujet_164126_1.htm>;l'apres IVG, besoin d'en parler;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/maintenant-bebe-sujet_160953_1.htm#post_0>;"""2011-11-17""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/maintenant-bebe-sujet_160953_1.htm>;2 ivg et maintenant 2 bébé!;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/probleme-ivg-sujet_163524_1.htm#post_0>;"""2014-07-23""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/probleme-ivg-sujet_163524_1.htm>;Problème après IVG;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/regles-sujet_158519_1.htm#post_0>;"""2010-04-18""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/regles-sujet_158519_1.htm>;Regles apres ivg;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/regrette-sujet_159740_1.htm#post_0>;"""2011-02-06""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/regrette-sujet_159740_1.htm>;lui aussi regrette...;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/bebe-risque-obligatoire-sujet_164148_1.htm#post_0>;"""2015-08-25""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/bebe-risque-obligatoire-sujet_164148_1.htm>;bebe a risque ivg obligatoire;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/besoin-sujet_158553_1.htm#post_0>;"""2010-04-24""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/besoin-sujet_158553_1.htm>;ivg oui ou non? besoin d'aide;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/besoin-sujet_159220_1.htm#post_0>;"""2010-10-06""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/besoin-sujet_159220_1.htm>;Besoin d'aide;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/douleurs-ivg-sujet_160780_1.htm#post_0>;"""2011-10-02""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/douleurs-ivg-sujet_160780_1.htm>;Douleurs après IVG;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/doute-question-sujet_161465_1.htm#post_0>;"""2012-04-02""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/doute-question-sujet_161465_1.htm>;doute, question... L'avant ivg;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/enceinte-extreme-handicape-sujet_163921_1.htm#post_0>;"""2015-03-31""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/enceinte-extreme-handicape-sujet_163921_1.htm>;Enceinte 4ième, panique extrême, ainé handicapé, besoin de parler;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/enceinte-totalement-perdue-sujet_162793_1.htm#post_0>;"""2013-07-05""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/enceinte-totalement-perdue-sujet_162793_1.htm>;Enceinte ou pas ? mais totalement perdue;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/etudiante-enceinte-sujet_162484_1.htm#post_0>;"""2013-03-17""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/etudiante-enceinte-sujet_162484_1.htm>;Etudiante enceinte, ivg???;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/40-ivg-sujet_161562_1.htm#post_0>;"""2012-05-04""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/40-ivg-sujet_161562_1.htm>;40 ans et IVG;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/aidez-garder-bebe-sujet_158231_1.htm#post_0>;"""2010-02-24""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/aidez-garder-bebe-sujet_158231_1.htm>;Aidez moi... Dois-je garder mon bébé???;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/besoin-peur-sujet_160644_1.htm#post_0>;"""2011-08-25""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/besoin-peur-sujet_160644_1.htm>;Besoin d'aide - Peur;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/besoin-vecu-conseils-sujet_158647_1.htm#post_0>;"""2010-05-16""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/besoin-vecu-conseils-sujet_158647_1.htm>;IVG à 17 ans, besoin de votre vécu et de vos conseils.;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/caillot-uterin-semaines-sujet_159908_1.htm#post_0>;"""2011-03-14""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/caillot-uterin-semaines-sujet_159908_1.htm>;Caillot uterin 5 semaines apres ivg;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/chercher-sortie-questions-sujet_158373_1.htm#post_0>;"""2010-03-22""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/chercher-sortie-questions-sujet_158373_1.htm>;Je vais la chercher à la sortie de son IVG...questions;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/enceinte-juste-regles-sujet_160418_1.htm#post_0>;"""2011-07-10""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/enceinte-juste-regles-sujet_160418_1.htm>;tombé enceinte juste aprés les regles;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/enceinte-sais-sujet_160904_1.htm#post_0>;"""2011-11-07""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/enceinte-sais-sujet_160904_1.htm>;Enceinte?? Je sais pas quoi faire...;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/faibles-saignements-curetage-sujet_163664_1.htm#post_0>;"""2014-11-15""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/faibles-saignements-curetage-sujet_163664_1.htm>;Faibles saignements après curetage;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/fois-sujet_160661_1.htm#post_0>;"""2011-08-29""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/fois-sujet_160661_1.htm>;Encore une fois :(;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/grossesse-ivg-sujet_160274_1.htm#post_0>;"""2011-06-07""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/grossesse-ivg-sujet_160274_1.htm>;Grossesse après IVG;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/grossesse-sujet_158582_1.htm#post_0>;"""2010-04-29""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/grossesse-sujet_158582_1.htm>;grossesse;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/important-sujet_160353_1.htm#post_0>;"""2011-06-26""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/important-sujet_160353_1.htm>;Important;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/ivg-deroulee-sujet_160812_1.htm#post_0>;"""2011-10-12""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/ivg-deroulee-sujet_160812_1.htm>;IVG mal déroulée;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/ivg-grande-detresse-sujet_158350_1.htm#post_0>;"""2010-03-16""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/ivg-grande-detresse-sujet_158350_1.htm>;IVG et grande détresse;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/ivg-medicamenteuse-sg-sujet_161726_1.htm#post_0>;"""2012-06-19""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/ivg-medicamenteuse-sg-sujet_161726_1.htm>;IVG médicamenteuse à 9 SG ????!!!!;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/mois-sujet_159459_1.htm#post_0>;"""2010-12-09""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/mois-sujet_159459_1.htm>;4 mois apres;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/prise-sang-rhesus-sujet_160811_1.htm#post_0>;"""2011-10-12""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/prise-sang-rhesus-sujet_160811_1.htm>;prise de sang pour le rhesus;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/sais-vraiment-sujet_159436_1.htm#post_0>;"""2010-12-03""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/sais-vraiment-sujet_159436_1.htm>;Je ne sais vraiment pas quoi faire !;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/sujet_158933_1.htm#post_0>;"""2010-07-21""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/sujet_158933_1.htm>;Mon ivg c'était il y a 2 ans;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/volontaires-repondre-questionnaire-sujet_160792_1.htm#post_0>;"""2011-10-04""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/volontaires-repondre-questionnaire-sujet_160792_1.htm>;Mémoire Sage-femme:cherche volontaires pour répondre à questionnaire;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/choix-sujet_163225_1.htm#post_0>;"""2014-02-02""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/choix-sujet_163225_1.htm>;Comment faire le bon choix;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/fille-subir-igv-sujet_159402_1.htm#post_0>;"""2010-11-24""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/fille-subir-igv-sujet_159402_1.htm>;ma fille de 16 ans doit subir une IGV;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/ivg-sujet_158223_1.htm#post_0>;"""2010-02-23""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/ivg-sujet_158223_1.htm>;IVG;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/medicamenteuse-echouee-sujet_163738_1.htm#post_0>;"""2014-12-27""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/medicamenteuse-echouee-sujet_163738_1.htm>;ivg medicamenteuse échouée? ? que faire;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/post-sujet_158145_1.htm#post_0>;"""2010-02-08""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/post-sujet_158145_1.htm>;mal etre post ivg :(;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/regir-suivi-rupture-sujet_158766_1.htm#post_0>;"""2010-06-13""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/regir-suivi-rupture-sujet_158766_1.htm>;Comment régir après une IVG suivi d'une rupture;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/risque-sujet_161374_1.htm#post_0>;"""2012-03-09""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/risque-sujet_161374_1.htm>;Risque d'infection;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/saignementsujet_161914_1.htm#post_0>;"""2012-08-22""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/saignementsujet_161914_1.htm>;Toujours des saignement ...;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/sujet_159493_1.htm#post_0>;"""2010-12-17""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/sujet_159493_1.htm>;l ivg;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/sujet_162474_1.htm#post_0>;"""2013-03-14""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/sujet_162474_1.htm>;Ivg;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/vecue-livg-sujet_159041_1.htm#post_0>;"""2010-08-17""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/vecue-livg-sujet_159041_1.htm>;Comment avez vu vécue livg???;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/veux-femme-avorte-sujet_159685_1.htm#post_0>;"""2011-01-23""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/veux-femme-avorte-sujet_159685_1.htm>;Je veux que ma femme avorte;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/bout-force-sujet_161087_1.htm#post_0>;"""2011-12-26""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/bout-force-sujet_161087_1.htm>;a bout de force;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/combien-grossesse-disparu-sujet_160913_1.htm#post_0>;"""2011-11-08""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/combien-grossesse-disparu-sujet_160913_1.htm>;Combien de tps après l'ivg la fatigue de la grossesse a-t-elle disparu;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/demarche-help-sujet_162318_1.htm#post_0>;"""2013-01-19""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/demarche-help-sujet_162318_1.htm>;Demarche pour ivg help !!!;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/enceinte-22-peur-sujet_159142_1.htm#post_0>;"""2010-09-15""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/enceinte-22-peur-sujet_159142_1.htm>;Enceinte à 22 ans et peur de l'IVG;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/grosesse-aspiration-sujet_161411_1.htm#post_0>;"""2012-03-15""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/grosesse-aspiration-sujet_161411_1.htm>;grosesse apres ivg par aspiration;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/gyneco-reticent-roanne-sujet_162565_1.htm#post_0>;"""2013-04-24""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/gyneco-reticent-roanne-sujet_162565_1.htm>;Gynéco non réticent a l'IVG sur Roanne;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/ivg-medicamenteuse-sujet_163803_1.htm#post_0>;"""2015-01-28""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/ivg-medicamenteuse-sujet_163803_1.htm>;IVG médicamenteuse;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/ivg-rapports-sexuel-sujet_160065_1.htm#post_0>;"""2011-04-18""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/ivg-rapports-sexuel-sujet_160065_1.htm>;IVG ET RAPPORTS SEXUEL;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/ivg-sujet_159085_1.htm#post_0>;"""2010-08-27""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/ivg-sujet_159085_1.htm>;IVG;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/mois-ivg-medicamenteuse-sujet_162772_1.htm#post_0>;"""2013-06-27""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/mois-ivg-medicamenteuse-sujet_162772_1.htm>;8 mois après mon IVG médicamenteuse;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/poussettes-sujet_160371_1.htm#post_0>;"""2011-07-01""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/poussettes-sujet_160371_1.htm>;Toutes ces poussettes...;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/regle-apre-sujet_162913_1.htm#post_0>;"""2013-08-19""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/regle-apre-sujet_162913_1.htm>;pas de regle apre ivg;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/sondage-avortement-sujet_159355_1.htm#post_0>;"""2010-11-09""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/sondage-avortement-sujet_159355_1.htm>;Sondage avortement;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/sterilet-mirena-sujet_163173_1.htm#post_0>;"""2014-01-16""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/sterilet-mirena-sujet_163173_1.htm>;Ivg et puis sterilet mirena;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/totalement-perdue-sujet_163238_1.htm#post_0>;"""2014-02-10""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/totalement-perdue-sujet_163238_1.htm>;Totalement perdue...;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/avorter-sujet_158572_1.htm#post_0>;"""2010-04-28""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/avorter-sujet_158572_1.htm>;je doit me faire avorter;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/besoin-temoignages-tardive-sujet_159331_1.htm#post_0>;"""2010-11-05""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/besoin-temoignages-tardive-sujet_159331_1.htm>;J'ai besoin de témoignages IVG tardive;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/debut-sujet_161495_1.htm#post_0>;"""2012-04-11""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/debut-sujet_161495_1.htm>;voilà, le début de la fin;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/enceinte-bebe-perdue-sujet_160155_1.htm#post_0>;"""2011-05-11""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/enceinte-bebe-perdue-sujet_160155_1.htm>;enceinte mais il ne veut pas du bébé !!!! perdue;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/enceinte-besoin-sais-sujet_163982_1.htm#post_0>;"""2015-04-30""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/enceinte-besoin-sais-sujet_163982_1.htm>;enceinte de bb3 besoin d aide je sais pas quoi faire :(;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/enceinte-sujet_158748_1.htm#post_0>;"""2010-06-07""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/enceinte-sujet_158748_1.htm>;enceinte encore;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/enormement-ventre-sujet_162843_1.htm#post_0>;"""2013-07-23""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/enormement-ventre-sujet_162843_1.htm>;enormement mal au ventre depuis mon ivg;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/ivg-aspi-questions-sujet_159967_1.htm#post_0>;"""2011-03-26""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/ivg-aspi-questions-sujet_159967_1.htm>;IVG par aspi quelques questions !;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/pilule-abortive-domicile-sujet_158314_1.htm#post_0>;"""2010-03-12""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/pilule-abortive-domicile-sujet_158314_1.htm>;pilule abortive a domicile ???;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/saignements-medicamenteuse-sujet_163463_1.htm#post_0>;"""2014-06-14""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/saignements-medicamenteuse-sujet_163463_1.htm>;saignements après ivg médicamenteuse;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/sais-impasse-sujet_162506_1.htm#post_0>;"""2013-03-28""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/sais-impasse-sujet_162506_1.htm>;Je ne sais plus quoi faire dans l'impasse.;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/sujet_158309_1.htm#post_0>;"""2010-03-11""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/sujet_158309_1.htm>;que faire ?;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/sujet_161536_1.htm#post_0>;"""2012-04-25""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/sujet_161536_1.htm>;Ivg ou pas?;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/conjoint-besoin-sujet_160244_1.htm#post_0>;"""2011-06-01""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/conjoint-besoin-sujet_160244_1.htm>;conjoint et ivg( besoin d'avis);IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/demain-sujet_160948_1.htm#post_0>;"""2011-11-15""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/demain-sujet_160948_1.htm>;j'y suis....s'est demain ....;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/enceinte-veut-aimes-sujet_162885_1.htm#post_0>;"""2013-08-08""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/enceinte-veut-aimes-sujet_162885_1.htm>;Enceinte, lui n'en veut pas et moi je les aimes;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/enceintede-semaines-pillulesujet_162045_1.htm#post_0>;"""2012-10-14""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/enceintede-semaines-pillulesujet_162045_1.htm>;enceintede 10 semaines avec pillule;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/grossesse-sujet_160691_1.htm#post_0>;"""2011-09-05""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/grossesse-sujet_160691_1.htm>;Grossesse.. ?;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/prendre-bonne-decision-sujet_158200_1.htm#post_0>;"""2010-02-18""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/prendre-bonne-decision-sujet_158200_1.htm>;Comment prendre la bonne décision???;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/rapport-protege-enceinte-sujet_161277_1.htm#post_0>;"""2012-02-15""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/rapport-protege-enceinte-sujet_161277_1.htm>;Rapport protégé et retard de règle. Aucun moyen de savoir si je suis enceinte ai;IVG;;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/resulta-prise-sang-sujet_159160_1.htm#post_0>;"""2010-09-18""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/resulta-prise-sang-sujet_159160_1.htm>;resulta prise de sang;IVG;;;;;;;
